ts,x,y,z,qw,qx,qy,qz,rx,ry,rz
102296300,0.440123,-12.1399,3.11219,0.978021,-0.0083829,0.0944348,-0.185703,-0.0523653,0.182618,-0.380082
102362966,0.463339,-12.1585,3.09074,0.982011,-0.00348014,0.0903268,-0.165783,-0.0373781,0.177175,-0.337807
102429633,0.486347,-12.1777,3.06283,0.985419,-0.00174358,0.0830366,-0.148496,-0.0284829,0.163866,-0.301475
102496300,0.509478,-12.2002,3.02805,0.988061,-0.000410076,0.0819399,-0.130463,-0.0224889,0.162531,-0.264392
102562966,0.531851,-12.2261,2.99206,0.989546,-0.0132509,0.0867469,-0.114446,-0.0467671,0.169457,-0.23426
102629633,0.551401,-12.2542,2.96321,0.989207,-0.0254997,0.090494,-0.112387,-0.0719392,0.174182,-0.232539
102696300,0.568447,-12.2793,2.9501,0.989123,-0.0284484,0.0914997,-0.111597,-0.0779765,0.17556,-0.231564
102762966,0.591858,-12.3016,2.95035,0.988491,-0.0241859,0.102562,-0.108545,-0.0715496,0.198821,-0.225881
102829633,0.617998,-12.3214,2.95593,0.988736,-0.0210452,0.107528,-0.101964,-0.0650156,0.209879,-0.212374
102896300,0.645394,-12.3387,2.95909,0.988911,-0.0307512,0.102388,-0.103079,-0.0836495,0.197447,-0.21601
102962966,0.67662,-12.3559,2.94732,0.989725,-0.0328225,0.0958178,-0.100926,-0.0858658,0.184079,-0.211175
103029633,0.71374,-12.3709,2.91909,0.990003,-0.0344934,0.0996049,-0.0937188,-0.0887099,0.191929,-0.197313
103096300,0.755193,-12.3825,2.88409,0.990569,-0.0380114,0.102156,-0.0830254,-0.0942347,0.197352,-0.176577
103162966,0.806179,-12.3907,2.85436,0.991635,-0.0408453,0.109133,-0.0555051,-0.095431,0.213525,-0.122065
103229633,0.862192,-12.3967,2.83368,0.994275,-0.0441648,0.0953974,-0.0191348,-0.0932709,0.189138,-0.0473386
103296300,0.915207,-12.401,2.82131,0.996136,-0.046757,0.0721046,0.0181132,-0.0916406,0.145863,0.029663
103362966,0.968141,-12.4044,2.81788,0.994876,-0.0448724,0.0752554,0.0504459,-0.0827766,0.154885,0.0948977
103429633,1.02047,-12.4087,2.8218,0.992644,-0.0302089,0.0885559,0.0768338,-0.0471566,0.181445,0.150208
103496300,1.07486,-12.4127,2.8257,0.989655,-0.0166162,0.097741,0.103702,-0.0128692,0.198201,0.20753
103562966,1.12938,-12.4149,2.82416,0.989245,-0.0159662,0.0870053,0.116492,-0.0114976,0.176778,0.233418
103629633,1.18667,-12.4163,2.8167,0.98725,-0.016698,0.0823718,0.135182,-0.0108527,0.167946,0.27125
103696300,1.24512,-12.4195,2.80772,0.983503,-0.00939482,0.0795834,0.162175,0.00742841,0.160274,0.327445
103762966,1.3045,-12.4218,2.80352,0.977035,-0.00731717,0.0764875,0.198742,0.0162953,0.152966,0.4026
103829633,1.36531,-12.4223,2.80908,0.970739,-0.0127757,0.0741826,0.228035,0.009132,0.150417,0.462139
103896300,1.42517,-12.4216,2.81914,0.966351,-0.00639895,0.0765477,0.245491,0.0255119,0.151666,0.499492
103962966,1.48079,-12.4161,2.82629,0.962756,-0.00251832,0.0723244,0.260508,0.0331685,0.141041,0.530859
104029633,1.53129,-12.4064,2.82838,0.959868,-0.00615689,0.0715526,0.271101,0.0272508,0.141169,0.552459
104096300,1.57714,-12.3942,2.82485,0.95884,-0.00545416,0.0652843,0.276285,0.0258308,0.128562,0.562753
104162966,1.62408,-12.3759,2.81864,0.957417,-0.00604685,0.075683,0.278546,0.0309305,0.148838,0.568546
104229633,1.66801,-12.3549,2.81176,0.955766,-0.00500762,0.0846995,0.281624,0.0386724,0.165481,0.576304
104296300,1.71095,-12.3308,2.80628,0.956156,-0.00783046,0.0880714,0.279191,0.0347324,0.173664,0.571213
104362966,1.75475,-12.3011,2.80605,0.956724,-0.0142176,0.0889708,0.276697,0.022391,0.179064,0.565073
104429633,1.79833,-12.2668,2.81254,0.958287,-0.0147477,0.0849947,0.272479,0.0183242,0.171779,0.555634
104496300,1.83981,-12.2298,2.82462,0.956056,-0.021788,0.0897354,0.278261,0.00842204,0.184759,0.567234
104562966,1.87609,-12.1972,2.83264,0.956626,-0.0198442,0.0737521,0.281129,0.00354199,0.152859,0.571928
104629633,1.91375,-12.1642,2.83709,0.955076,-0.0201664,0.0752884,0.285929,0.00458905,0.155976,0.582131
104696300,1.95162,-12.132,2.83914,0.952835,-0.0218983,0.0783087,0.292393,0.00411724,0.162754,0.595823
104762966,1.99126,-12.0975,2.83962,0.951165,-0.0344693,0.0730722,0.297923,-0.0223199,0.16023,0.605288
104829633,2.0347,-12.0627,2.83735,0.949092,-0.0381039,0.071182,0.304476,-0.0293562,0.158989,0.618532
104896300,2.0808,-12.0268,2.83206,0.947294,-0.0409793,0.0661611,0.310768,-0.0369482,0.151396,0.631189
104962966,2.13067,-11.9881,2.82528,0.943097,-0.0427774,0.0673759,0.322799,-0.0376508,0.155325,0.656623
105029633,2.18059,-11.9494,2.82273,0.938006,-0.0338672,0.0637403,0.33902,-0.0205278,0.143028,0.692165
105096300,2.23263,-11.9076,2.82725,0.932139,-0.0261167,0.0708562,0.354139,0.00151437,0.151169,0.726271
105162966,2.28134,-11.8669,2.83536,0.92799,-0.0249751,0.0702463,0.365071,0.00499199,0.149164,0.74998
105229633,2.32491,-11.8282,2.84253,0.927603,-0.0285585,0.0611311,0.367424,-0.00813372,0.134805,0.753732
105296300,2.36649,-11.7924,2.84575,0.92742,-0.0211257,0.065946,0.367555,0.0093823,0.138289,0.755308
105362966,2.40449,-11.7569,2.84342,0.925339,-0.0146914,0.0705178,0.372236,0.0255692,0.141919,0.766741
105429633,2.43973,-11.7186,2.83871,0.924847,-0.0227169,0.0708639,0.372988,0.0109646,0.148569,0.767508
105496300,2.47455,-11.6795,2.83449,0.926124,-0.0236236,0.0706365,0.369793,0.00858007,0.148857,0.76043
105562966,2.5085,-11.6407,2.83229,0.930575,-0.0184696,0.0667248,0.359494,0.0137305,0.137901,0.738254
105629633,2.54248,-11.6003,2.83261,0.938446,-0.0110071,0.0585641,0.340247,0.0193282,0.11768,0.696786
105696300,2.5774,-11.5567,2.83923,0.94128,-0.0126539,0.0625924,0.331534,0.0178248,0.126562,0.678425
105762966,2.60802,-11.5194,2.84895,0.945621,-0.0140444,0.0556489,0.320166,0.00913231,0.114489,0.65345
105829633,2.63735,-11.4873,2.85751,0.949526,-0.0120223,0.0501696,0.309417,0.00825944,0.102896,0.630453
105896300,2.66973,-11.4586,2.86358,0.953224,-0.00449753,0.056371,0.296927,0.0250569,0.110363,0.605327
105962966,2.70247,-11.4309,2.86722,0.956644,-0.0064522,0.0540999,0.286118,0.018722,0.107407,0.582241
106029633,2.73647,-11.4044,2.86811,0.959631,-0.011466,0.045428,0.277331,0.00320495,0.0936849,0.562814
106096300,2.77432,-11.379,2.86473,0.960592,-0.0115195,0.0430558,0.274365,0.00150085,0.0891573,0.556494
106162966,2.81652,-11.3521,2.85797,0.960491,-0.0125165,0.0463644,0.274135,0.00138257,0.0960754,0.556105
106229633,2.86259,-11.3251,2.85093,0.959209,-0.0097722,0.049813,0.278103,0.00900528,0.10117,0.56484
106296300,2.91081,-11.2998,2.84873,0.956831,-0.00874403,0.0477136,0.286569,0.0106631,0.0964687,0.582507
106362966,2.96381,-11.2762,2.85274,0.956269,0.00447781,0.0421015,0.289408,0.0330395,0.078008,0.589049
106429633,3.01976,-11.2492,2.86115,0.952325,0.014989,0.0506731,0.300475,0.0592627,0.0876189,0.613861
106496300,3.06926,-11.2218,2.86341,0.952943,0.0188337,0.036183,0.300393,0.0577614,0.0576776,0.612402
106562966,3.1167,-11.1907,2.86292,0.950567,0.00440161,0.0487538,0.306638,0.0384329,0.09011,0.625824
106629633,3.16128,-11.1622,2.85978,0.947185,0.00864018,0.0601667,0.314873,0.054607,0.108751,0.644848
106696300,3.20482,-11.1294,2.85436,0.943025,0.00710624,0.064307,0.326372,0.0557883,0.116914,0.669641
106762966,3.24867,-11.0953,2.84686,0.9396,0.00654657,0.0700419,0.334968,0.0597467,0.127583,0.688726
106829633,3.29481,-11.0603,2.8383,0.937994,0.00588848,0.0754608,0.338286,0.0627388,0.138017,0.696597
106896300,3.34349,-11.0237,2.83179,0.938869,0.00180498,0.0779273,0.335334,0.0562777,0.145631,0.690198
106962966,3.39147,-10.9873,2.83339,0.941029,-0.00144139,0.072684,0.330423,0.0457724,0.138187,0.678531
107029633,3.43885,-10.9507,2.84268,0.940845,-0.0114078,0.0720008,0.330903,0.0264597,0.143525,0.678294
107096300,3.47993,-10.9207,2.85259,0.940716,-0.0185333,0.0617942,0.333003,0.00633883,0.128962,0.680857
107162966,3.51854,-10.8923,2.85977,0.941735,-0.0243565,0.0549874,0.330935,-0.00954897,0.119976,0.675288
107229633,3.56191,-10.8627,2.86355,0.9399,-0.0147077,0.0697097,0.333934,0.0191009,0.141333,0.684106
107296300,3.60588,-10.8314,2.86368,0.938477,-0.0164466,0.0686751,0.338044,0.0157163,0.140481,0.692579
107362966,3.65167,-10.7982,2.85957,0.937366,-0.0289406,0.0589887,0.342092,-0.0140169,0.130761,0.698944
107429633,3.70211,-10.7647,2.85145,0.934058,-0.0308906,0.0554782,0.35143,-0.0188637,0.125682,0.718527
107496300,3.75603,-10.7304,2.84427,0.928169,-0.0248121,0.0599897,0.366452,-0.00211075,0.129911,0.751914
107562966,3.81166,-10.6977,2.84099,0.919857,-0.0132172,0.0673487,0.386203,0.0279609,0.134517,0.796888
107629633,3.8706,-10.6628,2.84307,0.910841,-0.00577341,0.0698846,0.406757,0.0467609,0.132391,0.843102
107696300,3.92982,-10.6279,2.85319,0.901221,-0.00251791,0.0829677,0.425336,0.0668629,0.152274,0.887025
107762966,3.98283,-10.5968,2.86033,0.902898,0.00724811,0.0689112,0.424234,0.072126,0.118567,0.882773
107829633,4.03258,-10.5612,2.86285,0.902425,-0.00041376,0.0730014,0.424617,0.0618295,0.132495,0.883691
107896300,4.0778,-10.5272,2.86001,0.90129,-0.00381905,0.0780869,0.426103,0.0603269,0.144515,0.887622
107962966,4.11946,-10.4907,2.85331,0.900554,-0.0101445,0.0770018,0.427751,0.048148,0.147906,0.890442
108029633,4.16179,-10.4525,2.84507,0.901314,-0.00898163,0.0804561,0.425534,0.052928,0.153276,0.886268
108096300,4.20483,-10.4123,2.83761,0.905337,-0.00814796,0.0808528,0.416848,0.0533074,0.153797,0.867102
108162966,4.24781,-10.368,2.83217,0.910156,-0.0150857,0.0798875,0.406209,0.0379248,0.158337,0.842566
108229633,4.29096,-10.3186,2.83207,0.914546,-0.0228982,0.0807242,0.395682,0.0223098,0.166542,0.818533
108296300,4.33307,-10.2701,2.83873,0.916035,-0.0256665,0.0860464,0.390919,0.0205807,0.178659,0.808549
108362966,4.37053,-10.2292,2.8461,0.91942,-0.0222759,0.0750876,0.385398,0.017124,0.155875,0.795191
108429633,4.40919,-10.19,2.85112,0.920313,-0.0236573,0.0785944,0.382476,0.0168016,0.163487,0.789129
108496300,4.4493,-10.1499,2.8527,0.920253,-0.0288155,0.0801611,0.38194,0.00831878,0.170372,0.787515
108562966,4.49113,-10.1101,2.85127,0.92078,-0.03345,0.0746001,0.381418,-0.004756,0.163627,0.785042
108629633,4.53746,-10.0691,2.8443,0.918929,-0.0330996,0.0723636,0.386312,-0.00498566,0.15924,0.795527
108696300,4.58837,-10.0249,2.83571,0.915481,-0.0335234,0.0712692,0.394577,-0.00520215,0.157598,0.813482
108762966,4.64223,-9.97988,2.83124,0.909123,-0.0295238,0.0691525,0.409685,0.00301415,0.150495,0.846996
108829633,4.69742,-9.93487,2.83401,0.898845,-0.024331,0.0690655,0.432106,0.0161192,0.1457,0.897411
108896300,4.75205,-9.88746,2.8439,0.888517,-0.0302321,0.0708415,0.452333,0.0104885,0.153844,0.942591
108962966,4.80213,-9.8429,2.85282,0.885472,-0.0333602,0.0585833,0.459776,-0.00525631,0.134832,0.957494
109029633,4.84967,-9.79803,2.85573,0.882468,-0.0380699,0.059482,0.46504,-0.011987,0.140855,0.969144
109096300,4.89453,-9.75383,2.85391,0.878674,-0.0407226,0.0654708,0.471156,-0.00998832,0.154037,0.983622
109162966,4.93498,-9.70945,2.84942,0.876031,-0.041382,0.0601223,0.476699,-0.0153457,0.145302,0.995576
109229633,4.97508,-9.66465,2.84405,0.87582,-0.0346197,0.0583425,0.477847,-0.00492891,0.135697,0.998582
109296300,5.01697,-9.61816,2.83704,0.877864,-0.0272107,0.0614247,0.474175,0.0105725,0.134051,0.991203
109362966,5.05958,-9.56949,2.83092,0.883723,-0.0268903,0.0587823,0.463525,0.0070256,0.129182,0.966585
109429633,5.10358,-9.51795,2.83186,0.889434,-0.0296347,0.063321,0.451684,0.00453021,0.139866,0.940106
109496300,5.14539,-9.47161,2.84199,0.893572,-0.031094,0.0634319,0.443327,0.000679501,0.141402,0.92114
109562966,5.18276,-9.432,2.85492,0.899807,-0.0310221,0.047677,0.432564,-0.0146751,0.112878,0.895397
109629633,5.22065,-9.39396,2.86418,0.904535,-0.0274411,0.0447911,0.423152,-0.0118005,0.104443,0.874518
109696300,5.25925,-9.35663,2.86656,0.907726,-0.0215675,0.0460247,0.416474,-0.000822759,0.101695,0.860271
109762966,5.2977,-9.31817,2.86362,0.908672,-0.0245974,0.0442102,0.414434,-0.00809879,0.100904,0.8554
109829633,5.33839,-9.27954,2.8576,0.9087,-0.023096,0.0426571,0.414621,-0.00663272,0.0968284,0.855805
109896300,5.38246,-9.23692,2.85093,0.902013,-0.0226387,0.0424533,0.429019,-0.00443492,0.0961598,0.8877
109962966,5.42722,-9.19286,2.84712,0.892089,-0.022093,0.0362506,0.449862,-0.00682685,0.0846563,0.933841
110029633,5.47288,-9.1508,2.84992,0.881442,-0.0137999,0.0297126,0.471155,0.00367879,0.0654304,0.981893
110096300,5.52226,-9.10535,2.86002,0.870431,-0.00666725,0.0405345,0.490573,0.0282513,0.0771831,1.02754
110162966,5.56723,-9.06246,2.86688,0.863844,-0.00392912,0.0371359,0.502373,0.0305997,0.0681598,1.05454
110229633,5.60562,-9.02041,2.86922,0.857371,-0.0159788,0.0298135,0.513586,0.00323145,0.067587,1.07951
110296300,5.64281,-8.98058,2.86781,0.852132,-0.0138343,0.0359257,0.521908,0.0139629,0.0757397,1.09961
110362966,5.67644,-8.93827,2.86331,0.845819,-0.0157794,0.0386603,0.531834,0.0144781,0.0822761,1.12322
110429633,5.70676,-8.89548,2.85797,0.838855,-0.021785,0.0360783,0.542721,0.00262126,0.084275,1.14861
110496300,5.73685,-8.85191,2.85332,0.830765,-0.0253114,0.0370492,0.554811,-0.000948809,0.089765,1.17757
110562966,5.76636,-8.80716,2.85038,0.824414,-0.031038,0.033246,0.564157,-0.0137204,0.0899588,1.19962
110629633,5.79646,-8.75923,2.85031,0.818893,-0.0383435,0.0302301,0.571866,-0.0283509,0.0935011,1.2179
110696300,5.82731,-8.70741,2.8556,0.811295,-0.0534103,0.0447426,0.58047,-0.0350457,0.135015,1.23972
110762966,5.85659,-8.6629,2.86033,0.809058,-0.0475738,0.0371003,0.584624,-0.033834,0.115918,1.2495
110829633,5.88313,-8.61821,2.86426,0.805633,-0.050077,0.0245777,0.589783,-0.0519733,0.0988311,1.26129
110896300,5.91124,-8.57158,2.86579,0.796702,-0.0482495,0.0334199,0.601515,-0.0369135,0.111528,1.29133
110962966,5.93906,-8.52366,2.86363,0.78383,-0.0442344,0.0370594,0.618288,-0.0236711,0.113036,1.33441
111029633,5.96672,-8.47323,2.85749,0.767903,-0.0448767,0.0349895,0.638034,-0.0244263,0.111232,1.38522
111096300,5.99533,-8.42263,2.84951,0.746282,-0.0455281,0.0339313,0.663204,-0.0230916,0.111263,1.45176
111162966,6.02548,-8.37273,2.84346,0.720501,-0.0430853,0.0340584,0.691276,-0.0150884,0.108861,1.52858
111229633,6.05621,-8.32245,2.8435,0.69793,-0.0422327,0.03825,0.713896,-0.00436609,0.113937,1.59316
111296300,6.08477,-8.27208,2.85207,0.676802,-0.0470875,0.0531013,0.732736,0.0142231,0.141354,1.65113
111362966,6.10995,-8.22718,2.85849,0.661823,-0.0338389,0.0532252,0.747002,0.0349922,0.121304,1.6937
111429633,6.1263,-8.18165,2.85982,0.648792,-0.0291535,0.0508825,0.758703,0.0396322,0.110487,1.72885
111496300,6.13492,-8.1373,2.85917,0.633837,-0.0362268,0.053637,0.770753,0.0370516,0.124157,1.76744
111562966,6.1379,-8.09562,2.85841,0.620174,-0.0356045,0.0472754,0.782229,0.0299995,0.11459,1.80261
111629633,6.13805,-8.05288,2.85642,0.611397,-0.0332992,0.0483459,0.789144,0.0358173,0.111906,1.82528
111696300,6.13698,-8.01,2.85237,0.606851,-0.0321999,0.0506095,0.792549,0.0414143,0.112703,1.83699
111762966,6.1337,-7.9649,2.84747,0.606618,-0.0391633,0.0468279,0.792647,0.0269159,0.119181,1.83675
111829633,6.12839,-7.91938,2.84512,0.611989,-0.0445996,0.0360986,0.788782,0.00237454,0.114795,1.82203
111896300,6.11862,-7.87203,2.849,0.616677,-0.0506752,0.0268092,0.785126,-0.0205353,0.112878,1.80882
111962966,6.10576,-7.82478,2.85809,0.617172,-0.0593212,0.020686,0.784316,-0.0410754,0.118867,1.80575
112029633,6.0927,-7.78267,2.86531,0.617057,-0.050832,0.00420056,0.785263,-0.0563692,0.0851197,1.80715
112096300,6.07676,-7.74059,2.87299,0.607687,-0.0483375,0.00338665,0.792697,-0.0535794,0.080838,1.83133
112162966,6.05924,-7.69979,2.87843,0.597766,-0.0416306,0.00293562,0.800584,-0.0451971,0.070225,1.85728
112229633,6.03884,-7.6584,2.88012,0.584353,-0.0419298,-0.00585784,0.810394,-0.0586411,0.0611513,1.89034
112296300,6.01844,-7.61548,2.87848,0.567043,-0.0423893,-0.0101669,0.822534,-0.064954,0.0582361,1.93257
112362966,5.99662,-7.56876,2.87394,0.547537,-0.0468704,-0.0124997,0.835374,-0.0724249,0.0646656,1.97887
112429633,5.97492,-7.51855,2.86681,0.525005,-0.0486774,-0.0115143,0.849628,-0.0709138,0.070684,2.0321
112496300,5.95447,-7.46366,2.85829,0.505686,-0.0490829,-0.00663059,0.861295,-0.061287,0.0779225,2.07741
112562966,5.93598,-7.40401,2.85217,0.482853,-0.0452804,0.00482623,0.874517,-0.0354185,0.0839563,2.13114
112629633,5.91769,-7.34133,2.85197,0.460707,-0.0394974,0.0151604,0.886543,-0.00954672,0.0841003,2.18268
112696300,5.8988,-7.27961,2.85699,0.446266,-0.0380902,0.0222155,0.893814,0.00573864,0.0880329,2.2157
112762966,5.87904,-7.22323,2.86079,0.443746,-0.0280404,0.0121223,0.895632,-0.00317725,0.0610242,2.22148
112829633,5.85687,-7.17103,2.8634,0.440168,-0.0343322,0.00219538,0.897256,-0.0263405,0.0635851,2.2286
112896300,5.83512,-7.1237,2.86248,0.433946,-0.0351085,0.00410908,0.900245,-0.0231257,0.0668284,2.24248
112962966,5.80966,-7.08048,2.85952,0.426662,-0.0403395,0.0079392,0.903476,-0.0201423,0.0797507,2.25839
113029633,5.78367,-7.04226,2.85633,0.420104,-0.0428429,0.00885402,0.906421,-0.0200199,0.0852096,2.27273
113096300,5.75749,-7.00525,2.85604,0.415014,-0.0433605,0.00953732,0.908731,-0.0187284,0.0868314,2.28396
113162966,5.7296,-6.96624,2.86164,0.416697,-0.0428495,0.00676897,0.90801,-0.0235021,0.0835539,2.28013
113229633,5.69938,-6.92589,2.87684,0.427391,-0.0477733,0.00398515,0.902795,-0.0337827,0.0897859,2.25578
113296300,5.66893,-6.8886,2.90483,0.425444,-0.0724607,0.0101959,0.902022,-0.0437026,0.139853,2.2571
113362966,5.64633,-6.86027,2.93642,0.426693,-0.0706701,0.00949305,0.901581,-0.0436074,0.135949,2.25455
113429633,5.62325,-6.83582,2.9679,0.42627,-0.0716999,0.00214292,0.901748,-0.0577933,0.131516,2.25462
113496300,5.60059,-6.8145,2.99623,0.421057,-0.0744606,-0.00229624,0.90397,-0.0675034,0.133079,2.26528
113562966,5.57926,-6.79508,3.01493,0.416121,-0.071327,-0.0105706,0.906446,-0.0791839,0.120804,2.27606
113629633,5.55668,-6.77458,3.02448,0.411045,-0.0660475,-0.0190618,0.909019,-0.0895605,0.104597,2.28756
113696300,5.53331,-6.75355,3.03023,0.403841,-0.058956,-0.0265812,0.91254,-0.0966394,0.0862371,2.30414
113762966,5.50839,-6.7307,3.03643,0.390232,-0.0586388,-0.0326458,0.918267,-0.10628,0.0823063,2.33353
113829633,5.48379,-6.70509,3.04534,0.372532,-0.059169,-0.0344926,0.925489,-0.108524,0.0839198,2.37167
113896300,5.46128,-6.67551,3.05747,0.353201,-0.0562208,-0.0253637,0.933512,-0.0875126,0.087159,2.41435
113962966,5.43855,-6.6421,3.07546,0.337902,-0.0632146,-0.00666309,0.939032,-0.055627,0.114468,2.44757
114029633,5.41741,-6.61104,3.09911,0.325362,-0.0699146,0.00891365,0.942959,-0.0289643,0.138092,2.47509
114096300,5.39682,-6.585,3.12056,0.322452,-0.0720106,0.00986427,0.943791,-0.02811,0.142772,2.48114
114162966,5.37741,-6.56318,3.13855,0.322212,-0.0718243,0.0104122,0.943881,-0.0269065,0.142782,2.48174
114229633,5.35767,-6.54268,3.15004,0.319603,-0.067842,0.0141958,0.945013,-0.0166934,0.137732,2.48819
114296300,5.3364,-6.52245,3.15357,0.310671,-0.0651185,0.0203567,0.948066,-0.00187943,0.136546,2.50814
114362966,5.31315,-6.50249,3.15234,0.305609,-0.0681347,0.0219977,0.949461,0.00012812,0.143318,2.51879
114429633,5.28934,-6.48257,3.15198,0.305213,-0.0619232,0.0267565,0.949892,0.0131509,0.134378,2.52069
114496300,5.26247,-6.46184,3.15707,0.309516,-0.0573067,0.0326039,0.948606,0.0266069,0.129266,2.51253
114562966,5.23365,-6.44196,3.17031,0.319656,-0.0573603,0.031678,0.945265,0.0234138,0.129051,2.49092
114629633,5.20309,-6.42267,3.19097,0.330876,-0.0618152,0.031456,0.941122,0.0184773,0.137601,2.46671
114696300,5.17662,-6.40558,3.21796,0.335116,-0.0736565,0.0372627,0.938554,0.0208603,0.16397,2.45741
114762966,5.15953,-6.39364,3.24729,0.350245,-0.0664427,0.0322214,0.933743,0.0137799,0.147182,2.42489
114829633,5.1477,-6.38295,3.27917,0.36236,-0.0613494,0.0301851,0.929527,0.0117642,0.13635,2.39897
114896300,5.13971,-6.36946,3.3036,0.379873,-0.049063,0.0332763,0.923137,0.0243281,0.116126,2.36224
114962966,5.13292,-6.35448,3.31661,0.400219,-0.0332331,0.0278218,0.915394,0.0244218,0.0832084,2.31828
115029633,5.12463,-6.33865,3.32113,0.417419,-0.0235073,0.0131749,0.908315,0.00431539,0.0537288,2.28017
115096300,5.11243,-6.32015,3.32358,0.429031,-0.0243263,-0.00295848,0.902957,-0.0262417,0.0414045,2.25392
115162966,5.09957,-6.29957,3.32858,0.435221,-0.0212789,-0.0110049,0.900005,-0.0383562,0.0287272,2.2402
115229633,5.08772,-6.27673,3.33842,0.434849,-0.010456,-0.0102116,0.900385,-0.0274872,0.00994802,2.24161
115296300,5.07631,-6.25026,3.35477,0.432523,-0.000773497,-0.00567445,0.901605,-0.0109016,-0.00351389,2.24702
115362966,5.06164,-6.21875,3.37928,0.426719,-0.0094597,0.00997545,0.90428,0.00997138,0.0256247,2.25991
115429633,5.04625,-6.18945,3.40889,0.424735,-0.0082182,0.0192673,0.905075,0.0279128,0.0312483,2.26448
115496300,5.02892,-6.16456,3.43586,0.426934,0.00210025,0.0178303,0.904105,0.0340431,0.0114273,2.25944
115562966,5.00851,-6.14371,3.45593,0.427393,0.00667593,0.0178223,0.903866,0.0379338,0.003166,2.25827
115629633,4.98499,-6.12622,3.46426,0.423331,0.00169839,0.0177625,0.905799,0.0336251,0.0119623,2.26741
115696300,4.95891,-6.11111,3.46114,0.418255,-0.00769321,0.0146217,0.908179,0.0201311,0.0262078,2.27868
115762966,4.92959,-6.09622,3.45512,0.418527,-0.0218983,0.00883754,0.907897,-0.00228546,0.0471778,2.27764
115829633,4.89815,-6.08014,3.45582,0.418282,-0.0284377,0.0112591,0.907802,-0.00335408,0.0610886,2.27795
115896300,4.8642,-6.06444,3.4689,0.425056,-0.0250199,0.00923752,0.904774,-0.00456048,0.0531527,2.26309
115962966,4.82736,-6.0499,3.49452,0.440769,-0.0137562,-0.0015426,0.897514,-0.0149002,0.023335,2.22841
116029633,4.78873,-6.03483,3.52796,0.43952,-0.0174004,-0.00150473,0.898063,-0.0180074,0.0299351,2.23104
116096300,4.75984,-6.02191,3.55936,0.438368,-0.0068478,0.00261803,0.898766,-0.00129785,0.014605,2.23399
116162966,4.73529,-6.00715,3.58646,0.443448,-0.0109692,-0.00103088,0.896232,-0.0115787,0.0187488,2.22254
116229633,4.71648,-5.98738,3.60772,0.447356,-0.0190215,0.00768973,0.89412,-0.00327043,0.0409065,2.2137
116296300,4.70049,-5.96244,3.62178,0.449664,-0.0256458,0.0194748,0.892617,0.0117269,0.0633404,2.20866
116362966,4.68309,-5.93545,3.62695,0.452895,-0.0324547,0.0187695,0.890775,0.00405301,0.074891,2.20101
116429633,4.66558,-5.90809,3.6286,0.454914,-0.0393639,0.0124272,0.889578,-0.0137504,0.0814311,2.19561
116496300,4.64881,-5.8793,3.63249,0.454103,-0.0422745,0.00801575,0.88991,-0.0242122,0.0826148,2.19692
116562966,4.63361,-5.84891,3.64218,0.441495,-0.0390531,0.0115669,0.896339,-0.0137926,0.0803093,2.22569
116629633,4.61834,-5.81543,3.65871,0.42678,-0.0375844,0.0214951,0.903319,0.00677855,0.086356,2.25914
116696300,4.60144,-5.78073,3.68486,0.410447,-0.0503156,0.0392121,0.909651,0.0302721,0.124046,2.29575
116762966,4.59026,-5.75375,3.71327,0.41042,-0.0382711,0.0381144,0.910295,0.0381805,0.101134,2.29638
116829633,4.57756,-5.7303,3.73826,0.414427,-0.0367761,0.0256896,0.908976,0.0162846,0.0882646,2.28677
116896300,4.56432,-5.70828,3.75437,0.411769,-0.0328325,0.0220339,0.91043,0.0131222,0.0780083,2.29261
116962966,4.54991,-5.68819,3.76095,0.4064,-0.0307446,0.0190179,0.91298,0.009762,0.0716575,2.30434
117029633,4.53495,-5.66927,3.76013,0.408837,-0.027535,0.0103575,0.912133,-0.00362601,0.0587341,2.29874
117096300,4.51678,-5.64759,3.75852,0.41005,-0.034123,0.0104691,0.911364,-0.00892445,0.070842,2.29568
117162966,4.49781,-5.62493,3.76102,0.410736,-0.0346476,0.0195099,0.910887,0.00710286,0.0792298,2.29464
117229633,4.47694,-5.60391,3.77182,0.412248,-0.0283616,0.0219727,0.910365,0.0166636,0.0698119,2.29175
117296300,4.45222,-5.58432,3.79343,0.415548,-0.0270807,0.0154122,0.909037,0.00552459,0.0620837,2.28423
117362966,4.42773,-5.56693,3.82314,0.411664,-0.0379126,0.00874576,0.910505,-0.0153336,0.0763139,2.29176
117429633,4.41153,-5.5537,3.85453,0.410746,-0.0343791,0.00223996,0.911099,-0.0242132,0.0645303,2.29373
117496300,4.39977,-5.53932,3.88478,0.413176,-0.0344211,0.00227952,0.909998,-0.0243484,0.0645749,2.28839
117562966,4.39146,-5.52128,3.90652,0.421046,-0.0350978,0.0112713,0.90629,-0.00914996,0.0731743,2.27143
117629633,4.3828,-5.50045,3.91448,0.432268,-0.0378823,0.0104658,0.900888,-0.0139357,0.0773806,2.2463
117696300,4.37365,-5.47752,3.91397,0.444301,-0.0393115,0.00227693,0.895012,-0.0309426,0.0724551,2.21891
117762966,4.3628,-5.45127,3.91362,0.451667,-0.0430135,-0.00316927,0.891143,-0.0446406,0.0738666,2.20173
117829633,4.35149,-5.42304,3.91813,0.452364,-0.043893,-0.00526513,0.890737,-0.0492437,0.0734969,2.19996
