ts,x,y,z,qw,qx,qy,qz,rx,ry,rz
148829633,4.38997,-6.04756,8.81719,0.845777,0.0545953,0.0938719,-0.522369,-0.00585877,0.217539,-1.10719
148896300,4.40278,-6.04157,8.8216,0.851992,0.0490677,0.082585,-0.514667,-0.00142344,0.192416,-1.08696
148962966,4.41439,-6.03603,8.82445,0.858483,0.0507316,0.0755512,-0.504704,0.0110247,0.18193,-1.06195
149029633,4.42427,-6.02695,8.82762,0.861363,0.0509411,0.0661343,-0.501084,0.0217799,0.165741,-1.05195
149096300,4.43308,-6.01783,8.83059,0.862279,0.0457619,0.0607015,-0.500696,0.0183429,0.151083,-1.05078
149162966,4.44062,-6.00801,8.83786,0.86644,0.0379926,0.0536123,-0.494939,0.0128775,0.130885,-1.03715
149229633,4.44718,-5.99406,8.84656,0.872852,0.0184761,0.0452401,-0.485532,-0.0117328,0.0970697,-1.01584
149296300,4.45203,-5.98449,8.85057,0.875336,0.00603668,0.0417363,-0.481674,-0.0297353,0.078964,-1.00728
149362966,4.45067,-5.97829,8.85594,0.870523,0.00321273,0.0261773,-0.49142,-0.0201599,0.0487528,-1.02832
149429633,4.44492,-5.9733,8.86314,0.861942,0.00142354,0.0101409,-0.506904,-0.00782835,0.018926,-1.06331
149496300,4.43748,-5.97049,8.86829,0.850716,0.00529854,-0.00659687,-0.525558,0.0159501,-0.00565477,-1.10683
149562966,4.43203,-5.96755,8.8722,0.842725,0.00873507,-0.0225996,-0.537799,0.0390567,-0.028699,-1.13658
149629633,4.42985,-5.96241,8.87444,0.84203,0.00513342,-0.0281087,-0.538674,0.0389718,-0.0418184,-1.13906
149696300,4.42858,-5.95683,8.87552,0.843923,-0.00780098,-0.0229285,-0.535917,0.0114215,-0.0470785,-1.13183
149762966,4.42293,-5.95357,8.87649,0.84119,-0.00978689,-0.0207541,-0.540252,0.00596584,-0.0455068,-1.14195
149829633,4.4152,-5.95227,8.87846,0.835588,-0.00927099,-0.0215998,-0.548854,0.00822577,-0.0462905,-1.16254
149896300,4.40699,-5.9478,8.88158,0.833024,-0.0137985,-0.0297757,-0.552262,0.00992003,-0.064894,-1.17119
149962966,4.39989,-5.94421,8.88452,0.829955,-0.0127725,-0.0339016,-0.556653,0.0165837,-0.0705517,-1.18217
150029633,4.39355,-5.94051,8.88641,0.82514,-0.0172001,-0.0346968,-0.5636,0.0107571,-0.0767227,-1.19891
150096300,4.38784,-5.93834,8.88772,0.82018,-0.018744,-0.0359612,-0.570666,0.0103304,-0.0804692,-1.21619
150162966,4.3829,-5.93787,8.88915,0.815992,-0.0144546,-0.0379578,-0.576634,0.0202499,-0.0786979,-1.23117
150229633,4.3781,-5.93817,8.89179,0.809717,-0.0137088,-0.0407276,-0.585245,0.0255596,-0.0820938,-1.25275
150296300,4.37454,-5.9401,8.89446,0.803717,-0.0120412,-0.0437047,-0.593283,0.0326255,-0.0846411,-1.27316
150362966,4.37391,-5.94249,8.89567,0.804056,-0.00634765,-0.0467613,-0.592678,0.0453921,-0.0828163,-1.27228
150429633,4.37703,-5.94376,8.89663,0.807055,-0.0102945,-0.0430094,-0.588817,0.0341533,-0.0816358,-1.26201
150496300,4.38185,-5.94436,8.8983,0.812451,-0.0172981,-0.0392057,-0.581453,0.0175475,-0.0839199,-1.24308
150562966,4.38604,-5.94486,8.90075,0.816953,-0.0214356,-0.0388479,-0.574994,0.00968867,-0.0882389,-1.22701
150629633,4.38931,-5.94503,8.9035,0.818727,-0.0277641,-0.0377497,-0.572267,-0.00226658,-0.0937277,-1.21996
150696300,4.39213,-5.94607,8.90533,0.819975,-0.031977,-0.0361946,-0.570359,-0.0112047,-0.0959814,-1.21497
150762966,4.39505,-5.94711,8.9066,0.821767,-0.0345286,-0.0361151,-0.567628,-0.0158267,-0.0987155,-1.20819
150829633,4.39889,-5.94889,8.90729,0.824795,-0.0355221,-0.0355609,-0.563194,-0.0186335,-0.0988333,-1.1973
150896300,4.40232,-5.95017,8.90796,0.82765,-0.0354951,-0.0376001,-0.558858,-0.0168172,-0.10209,-1.18696
150962966,4.40569,-5.95192,8.90804,0.831058,-0.0345953,-0.0377106,-0.553826,-0.0158127,-0.101172,-1.17485
151029633,4.40873,-5.95359,8.90744,0.834842,-0.0331435,-0.0369654,-0.548246,-0.0148792,-0.0982199,-1.16142
151096300,4.41171,-5.95525,8.90646,0.838706,-0.0340676,-0.034179,-0.542442,-0.0201562,-0.094432,-1.14724
151162966,4.4136,-5.9573,8.90556,0.840733,-0.0338089,-0.031343,-0.539484,-0.0231246,-0.0892995,-1.13998
151229633,4.41419,-5.95947,8.90494,0.84057,-0.0323555,-0.0285977,-0.539979,-0.0235935,-0.083115,-1.14104
151296300,4.4145,-5.96202,8.90452,0.840033,-0.0329636,-0.0244451,-0.54098,-0.029022,-0.0768103,-1.14317
151362966,4.41414,-5.96468,8.9042,0.839034,-0.0329655,-0.0228631,-0.542598,-0.0305964,-0.074208,-1.14696
151429633,4.41336,-5.96667,8.90443,0.838546,-0.0326074,-0.0233181,-0.543354,-0.0294317,-0.0746106,-1.1488
151496300,4.41275,-5.96814,8.90474,0.837729,-0.0327494,-0.0239171,-0.544579,-0.0289078,-0.075814,-1.15175
151562966,4.41218,-5.96983,8.90497,0.838708,-0.0310579,-0.0262795,-0.543059,-0.0236282,-0.077893,-1.1483
151629633,4.41115,-5.9708,8.90496,0.838871,-0.0312279,-0.0290645,-0.542655,-0.0209214,-0.0827492,-1.1475
151696300,4.41005,-5.97233,8.90451,0.838672,-0.0307686,-0.028664,-0.54301,-0.0205498,-0.0815852,-1.14834
151762966,4.4081,-5.97402,8.90401,0.837513,-0.0290003,-0.0293735,-0.544856,-0.0166227,-0.0808915,-1.15287
151829633,4.40608,-5.97616,8.90361,0.836127,-0.0271466,-0.0303924,-0.547019,-0.0121855,-0.0806105,-1.15819
151896300,4.40386,-5.97753,8.90365,0.834083,-0.0267713,-0.031792,-0.550071,-0.00971653,-0.0825804,-1.16564
151962966,4.40201,-5.97906,8.90313,0.832872,-0.0252534,-0.0345432,-0.551809,-0.00395762,-0.0855144,-1.17011
152029633,4.40056,-5.98007,8.90172,0.833131,-0.0229503,-0.0365968,-0.551386,0.00212473,-0.0863962,-1.16938
152096300,4.39911,-5.98053,8.90015,0.83413,-0.0215973,-0.0352634,-0.550015,0.00277033,-0.0826804,-1.16601
152162966,4.39703,-5.98063,8.89918,0.833809,-0.0223243,-0.0335017,-0.550583,-0.000338477,-0.0805379,-1.16718
152229633,4.39482,-5.98201,8.89773,0.831415,-0.0218812,-0.0321519,-0.554289,-0.000744046,-0.0777986,-1.176
152296300,4.3933,-5.98487,8.89609,0.82903,-0.0168328,-0.029547,-0.558169,0.00508639,-0.0678337,-1.18531
152362966,4.39251,-5.98674,8.89543,0.827492,-0.0126757,-0.0258194,-0.560741,0.00799095,-0.056977,-1.19135
152429633,4.39222,-5.98657,8.89484,0.825146,-0.0145286,-0.0241709,-0.564215,0.00330388,-0.0563133,-1.1996
152496300,4.39276,-5.98664,8.89446,0.824355,-0.0142682,-0.0220491,-0.565463,0.00141362,-0.052513,-1.2025
152562966,4.3936,-5.98613,8.89404,0.823174,-0.0159413,-0.0203506,-0.567201,-0.00316345,-0.0516109,-1.20659
152629633,4.39456,-5.98549,8.89349,0.822646,-0.0167975,-0.0187094,-0.567997,-0.00639103,-0.049885,-1.20842
152696300,4.39544,-5.98443,8.89273,0.82154,-0.0181106,-0.0177725,-0.569586,-0.00952317,-0.0498533,-1.21221
152762966,4.39601,-5.98414,8.89152,0.819829,-0.016898,-0.0171349,-0.572102,-0.00811033,-0.047448,-1.21835
152829633,4.39672,-5.98467,8.89018,0.819028,-0.0129866,-0.0169522,-0.573356,-0.00183515,-0.0426735,-1.22147
152896300,4.39805,-5.98488,8.88877,0.819633,-0.00976905,-0.0159327,-0.572584,0.00223308,-0.0373137,-1.2196
152962966,4.39935,-5.98445,8.88784,0.819635,-0.00942391,-0.0156026,-0.572596,0.00242129,-0.0363771,-1.21961
153029633,4.4002,-5.98504,8.88766,0.819374,-0.0076053,-0.0148739,-0.573016,0.00458528,-0.0330965,-1.22063
153096300,4.40141,-5.98654,8.887,0.818318,-0.00702044,-0.0120612,-0.574596,0.00237162,-0.0278112,-1.22439
153162966,4.40407,-5.98867,8.88582,0.819368,-0.00392045,-0.00690816,-0.573212,0.00149529,-0.0158158,-1.2209
153229633,4.40728,-5.98961,8.88461,0.821858,-0.00198267,-0.0036543,-0.569678,0.000904637,-0.00826569,-1.21224
153296300,4.41079,-5.98967,8.88407,0.824703,-0.00341366,0.000554901,-0.565556,-0.00625823,-0.00294598,-1.20221
153362966,4.41298,-5.98938,8.88385,0.826443,-0.00710929,0.00255589,-0.56297,-0.0146292,-0.00378006,-1.19596
153429633,4.41357,-5.99003,8.88321,0.826615,-0.00728701,0.00359037,-0.562709,-0.0160885,-0.00226522,-1.19535
153496300,4.41298,-5.99087,8.88248,0.825723,-0.0043059,0.00370194,-0.564047,-0.0112874,0.00125609,-1.19859
153562966,4.41181,-5.99148,8.88188,0.824417,-0.0025639,0.0021732,-0.565973,-0.00668744,0.000681051,-1.20324
153629633,4.41082,-5.99198,8.88142,0.82406,-0.00146534,0.000141857,-0.566501,-0.00257578,-0.00142644,-1.20451
153696300,4.40956,-5.99188,8.88076,0.823866,-0.000576044,-0.00366152,-0.566773,0.00320142,-0.00668623,-1.20519
153762966,4.40915,-5.99303,8.87961,0.823792,0.000888136,-0.00342275,-0.566881,0.00534395,-0.00463236,-1.20545
153829633,4.40935,-5.99459,8.87849,0.824366,0.00336883,-0.00223688,-0.566042,0.00808672,0.000125788,-1.2034
153896300,4.41103,-5.99558,8.87736,0.825768,0.00572935,-0.00156132,-0.563978,0.0112237,0.00388388,-1.19839
153962966,4.41518,-5.99616,8.87628,0.82968,0.00708366,0.000483149,-0.558195,0.0112156,0.00870995,-1.1844
154029633,4.42116,-5.99583,8.87566,0.834534,0.0051681,0.00309116,-0.550923,0.00522027,0.010854,-1.16693
154096300,4.42772,-5.99475,8.87537,0.839692,0.00114702,0.00394904,-0.543047,-0.00236283,0.00787781,-1.14814
154162966,4.43425,-5.99491,8.87502,0.843473,0.000331029,0.00575063,-0.53714,-0.00561967,0.0100568,-1.13414
154229633,4.44081,-5.99603,8.87408,0.845651,0.000569981,0.00510592,-0.533711,-0.00448637,0.0092442,-1.126
154296300,4.44838,-5.99765,8.87268,0.847871,0.00215996,0.00587185,-0.530165,-0.00256356,0.0122477,-1.11763
154362966,4.45669,-5.99883,8.8706,0.850351,0.00490685,0.00466608,-0.526172,0.00343507,0.0130997,-1.10819
154429633,4.46585,-5.9998,8.8683,0.852985,0.00764353,0.00352445,-0.521867,0.00936211,0.0139909,-1.09805
154496300,4.47494,-6.00132,8.8661,0.855166,0.0110804,0.00164411,-0.518234,0.0172497,0.0142969,-1.08952
154562966,4.48298,-6.00377,8.86381,0.855742,0.0157679,0.000783546,-0.517163,0.026183,0.017651,-1.08698
154629633,4.48949,-6.00654,8.86109,0.85661,0.0208911,0.00411314,-0.515526,0.0315684,0.0285904,-1.08306
154696300,4.49381,-6.00884,8.85852,0.854608,0.017591,0.00932252,-0.518893,0.0204053,0.0341965,-1.091
154762966,4.49612,-6.01226,8.85776,0.851818,0.0139715,0.0154377,-0.523424,0.00764781,0.0409377,-1.10184
154829633,4.49671,-6.0157,8.85998,0.848776,0.00973879,0.0193809,-0.528308,-0.00394979,0.0432037,-1.11359
154896300,4.49671,-6.01912,8.86142,0.847459,0.0079174,0.0202981,-0.530413,-0.00812096,0.0428157,-1.11865
154962966,4.49872,-6.02396,8.85891,0.852362,0.0104528,0.0268491,-0.522158,-0.0102365,0.0567167,-1.09956
155029633,4.50064,-6.03005,8.85265,0.857934,0.0159963,0.0368616,-0.512186,-0.0103455,0.0797203,-1.07683
155096300,4.50208,-6.04021,8.8428,0.86671,0.0263296,0.0556891,-0.494995,-0.00956362,0.122908,-1.03841
155162966,4.50011,-6.05627,8.83112,0.869336,0.0403664,0.0790184,-0.486191,-0.00675838,0.17757,-1.02046
155229633,4.48982,-6.077,8.81971,0.869943,0.0530454,0.0915479,-0.481668,0.00419545,0.211967,-1.01088
155296300,4.46922,-6.10485,8.80859,0.865014,0.0650266,0.0929325,-0.488759,0.0222229,0.226266,-1.02609
155362966,4.43851,-6.14153,8.79811,0.857122,0.0730188,0.0889572,-0.502092,0.0368015,0.227783,-1.0556
155429633,4.39903,-6.18339,8.7878,0.84248,0.0663571,0.0802702,-0.528565,0.0275437,0.206873,-1.11778
155496300,4.35658,-6.22511,8.77756,0.832813,0.061008,0.0706219,-0.545631,0.0249796,0.185263,-1.15768
155562966,4.31704,-6.26189,8.76919,0.822405,0.0731174,0.069376,-0.559902,0.0434324,0.197264,-1.19116
155629633,4.28251,-6.29224,8.7575,0.815958,0.0993501,0.0632999,-0.565981,0.0927938,0.217471,-1.20275
155696300,4.25574,-6.32083,8.74098,0.811421,0.148392,0.0565562,-0.562474,0.184484,0.261692,-1.18794
155762966,4.23317,-6.34765,8.72196,0.79945,0.187502,0.0575889,-0.567808,0.248682,0.309948,-1.1961
155829633,4.21312,-6.37187,8.70412,0.783862,0.206051,0.0707086,-0.581467,0.26003,0.358078,-1.22915
155896300,4.19427,-6.392,8.68978,0.772193,0.22225,0.0789624,-0.589989,0.27428,0.39434,-1.24973
155962966,4.17931,-6.41009,8.67802,0.761366,0.233252,0.0806764,-0.599505,0.286223,0.414268,-1.27349
156029633,4.17064,-6.4268,8.66886,0.751943,0.235291,0.0927622,-0.608782,0.269527,0.440051,-1.30052
156096300,4.16559,-6.43897,8.66156,0.75029,0.235704,0.101528,-0.609262,0.258924,0.455112,-1.3038
156162966,4.16243,-6.44798,8.65537,0.749403,0.239285,0.10505,-0.60836,0.261232,0.46519,-1.30157
156229633,4.16339,-6.45597,8.64963,0.752075,0.238829,0.11111,-0.604152,0.25552,0.473162,-1.29159
156296300,4.16703,-6.46159,8.6435,0.757751,0.237101,0.112183,-0.597504,0.255503,0.470523,-1.27385
156362966,4.17271,-6.46515,8.63722,0.760933,0.237247,0.116345,-0.592586,0.253798,0.476015,-1.26143
156429633,4.17908,-6.46693,8.63195,0.766062,0.245182,0.118978,-0.582132,0.271613,0.48674,-1.23179
156496300,4.18697,-6.46876,8.62994,0.769864,0.254059,0.120908,-0.572839,0.29163,0.497505,-1.20483
156562966,4.19889,-6.47089,8.63279,0.778068,0.252924,0.118514,-0.562667,0.299077,0.488212,-1.17718
156629633,4.21639,-6.47479,8.64183,0.789145,0.242242,0.118126,-0.551919,0.286637,0.471063,-1.1514
156696300,4.23795,-6.47795,8.65743,0.800788,0.221662,0.121108,-0.543081,0.25076,0.449732,-1.13422
156762966,4.26255,-6.48076,8.67904,0.811026,0.207397,0.12569,-0.532377,0.225673,0.438634,-1.11125
156829633,4.29072,-6.48215,8.70379,0.825324,0.194048,0.130481,-0.513965,0.206073,0.427773,-1.06904
156896300,4.32206,-6.48115,8.7279,0.839988,0.168488,0.130761,-0.498933,0.166294,0.398247,-1.03832
156962966,4.35263,-6.47969,8.74932,0.851539,0.147023,0.123542,-0.487856,0.139282,0.361688,-1.01502
157029633,4.37943,-6.47781,8.75965,0.864772,0.137887,0.104409,-0.471439,0.147862,0.315814,-0.974652
157096300,4.40702,-6.47557,8.76185,0.86574,0.103879,0.100635,-0.479142,0.0868511,0.277334,-0.998844
157162966,4.44039,-6.46898,8.75281,0.862062,0.0440825,0.0844373,-0.497771,-0.00820582,0.190619,-1.04809
157229633,4.48943,-6.4629,8.74066,0.870327,-0.0111766,0.0837045,-0.48518,-0.101782,0.135267,-1.02402
157296300,4.53772,-6.45647,8.72606,0.890627,-0.0252465,0.0857391,-0.445863,-0.122777,0.130581,-0.93632
157362966,4.5801,-6.45438,8.71624,0.913557,0.00417447,0.0926502,-0.395994,-0.066802,0.173457,-0.823846
157429633,4.61768,-6.45725,8.70771,0.932742,0.0349736,0.0921074,-0.346821,0.00138005,0.197363,-0.711839
157496300,4.6479,-6.46421,8.69296,0.94114,0.0268828,0.0924229,-0.324024,-0.00946881,0.192575,-0.664071
157562966,4.67092,-6.4769,8.6702,0.947964,0.0214786,0.0876002,-0.305334,-0.0129833,0.180173,-0.624376
157629633,4.69121,-6.49306,8.63543,0.955285,0.0273133,0.0684356,-0.28636,0.0131315,0.146922,-0.581513
157696300,4.71456,-6.51237,8.59588,0.963535,0.0346832,0.0638316,-0.257531,0.0343085,0.141342,-0.519916
157762966,4.73934,-6.53698,8.55645,0.968253,0.0251604,0.0724581,-0.237914,0.0144143,0.152882,-0.48078
157829633,4.76301,-6.56788,8.52423,0.967626,0.00568809,0.0763594,-0.240493,-0.0260193,0.151085,-0.489177
157896300,4.78124,-6.60013,8.5128,0.959753,0.00498061,0.0892564,-0.266237,-0.0385639,0.17487,-0.544575
157962966,4.7949,-6.62996,8.52037,0.950443,0.0141559,0.0890936,-0.297524,-0.026532,0.17873,-0.609126
158029633,4.81336,-6.6581,8.53323,0.943388,0.0198075,0.0817597,-0.320845,-0.0153076,0.167758,-0.65694
158096300,4.83144,-6.68158,8.53165,0.936922,0.0200756,0.0654563,-0.342767,-0.00732245,0.136844,-0.70194
158162966,4.85068,-6.69979,8.51154,0.929777,0.0162596,0.059565,-0.362907,-0.0130967,0.122875,-0.745067
158229633,4.87501,-6.71527,8.47704,0.924609,0.0151736,0.0664518,-0.37477,-0.0219494,0.134664,-0.771663
158296300,4.90948,-6.72926,8.43701,0.918486,0.00550032,0.0814795,-0.38693,-0.0536142,0.154546,-0.801566
158362966,4.95093,-6.73816,8.40194,0.913836,-0.00616623,0.105507,-0.392089,-0.0958596,0.189123,-0.819704
158429633,4.98736,-6.73964,8.38517,0.919027,-0.00291773,0.107442,-0.379258,-0.0886809,0.196534,-0.791516
158496300,5.02403,-6.74406,8.38479,0.924198,-0.005503,0.119558,-0.362675,-0.0994221,0.218739,-0.758838
158562966,5.05446,-6.75281,8.39273,0.927563,-0.00205342,0.125105,-0.352095,-0.0945944,0.232735,-0.736645
158629633,5.07552,-6.76636,8.39668,0.927093,-0.00737825,0.107557,-0.358994,-0.092801,0.195373,-0.747992
158696300,5.09723,-6.78878,8.38615,0.923664,-0.011996,0.101401,-0.36935,-0.0988095,0.17942,-0.769692
158762966,5.12016,-6.81842,8.36207,0.921785,0.0067413,0.110196,-0.371649,-0.0710966,0.209699,-0.773981
158829633,5.14205,-6.85066,8.32519,0.92032,0.0288006,0.110432,-0.374148,-0.0304069,0.226754,-0.775728
158896300,5.16356,-6.88227,8.27898,0.920594,0.0438741,0.100205,-0.374888,0.00578731,0.219142,-0.7728
158962966,5.18478,-6.91039,8.23565,0.924161,0.0485943,0.095866,-0.366572,0.0199937,0.214458,-0.753085
159029633,5.20534,-6.93283,8.20715,0.927768,0.0355542,0.0894475,-0.36053,0.00150294,0.192802,-0.741135
159096300,5.22585,-6.9507,8.20383,0.930677,0.026237,0.107374,-0.348744,-0.026702,0.21993,-0.719999
159162966,5.25052,-6.96962,8.20637,0.935667,0.0216655,0.116648,-0.332343,-0.0380439,0.234841,-0.687076
159229633,5.28057,-6.99367,8.19951,0.935558,0.030637,0.12298,-0.329649,-0.0245385,0.252999,-0.680664
159296300,5.30938,-7.02009,8.18202,0.930524,0.0536209,0.124093,-0.340369,0.0158957,0.270741,-0.699164
159362966,5.33603,-7.04591,8.15781,0.923553,0.062719,0.125073,-0.357034,0.0276121,0.279432,-0.733899
159429633,5.36124,-7.06903,8.13399,0.918025,0.0432073,0.115392,-0.376892,-0.00788906,0.246936,-0.780108
159496300,5.38721,-7.09074,8.11469,0.910936,0.0205754,0.0920734,-0.401615,-0.0371144,0.185332,-0.833941
159562966,5.40996,-7.10934,8.10151,0.903176,0.00333669,0.0608306,-0.424926,-0.0459789,0.112957,-0.882107
159629633,5.43017,-7.12644,8.09474,0.892868,0.000632824,0.0442818,-0.448136,-0.0386911,0.0797273,-0.931887
159696300,5.45127,-7.14397,8.09639,0.892318,0.0116629,0.0646956,-0.446595,-0.0372764,0.12621,-0.930432
159762966,5.46774,-7.15988,8.10101,0.891685,0.0223081,0.0682519,-0.446926,-0.0214412,0.142137,-0.930765
159829633,5.48253,-7.17971,8.09553,0.890129,0.0262162,0.0562198,-0.451468,-0.00412302,0.124075,-0.939029
159896300,5.49803,-7.20532,8.07939,0.892249,0.0317215,0.0520882,-0.447406,0.0100724,0.121636,-0.928979
159962966,5.5104,-7.23416,8.05932,0.890831,0.0357458,0.049159,-0.45025,0.0195613,0.120062,-0.934783
160029633,5.52288,-7.26919,8.03119,0.888271,0.0379377,0.0400223,-0.455997,0.0310768,0.105898,-0.9469
160096300,5.53589,-7.31046,7.99973,0.885187,0.0430807,0.0403466,-0.461476,0.0392848,0.11142,-0.958942
160162966,5.54684,-7.35443,7.9638,0.882161,0.0469511,0.0342946,-0.467346,0.0510832,0.104582,-0.97169
160229633,5.55965,-7.3961,7.93443,0.87897,0.0376271,0.0418624,-0.473543,0.0266617,0.109446,-0.986865
160296300,5.57369,-7.4327,7.92306,0.866645,0.0212362,0.0597115,-0.494884,-0.0224689,0.12484,-1.0391
160362966,5.59243,-7.47237,7.92291,0.858506,0.0302064,0.0834691,-0.505063,-0.032957,0.174717,-1.06644
160429633,5.61073,-7.51341,7.91678,0.850889,0.0420002,0.0797555,-0.517555,-0.0112633,0.180174,-1.09395
160496300,5.62752,-7.55194,7.8901,0.839011,0.0370116,0.0651034,-0.538936,-0.00815812,0.149697,-1.14256
160562966,5.6426,-7.58757,7.84816,0.823696,0.0344706,0.0607094,-0.562718,-0.0116509,0.139256,-1.19948
160629633,5.66113,-7.62313,7.80478,0.809107,0.022602,0.0688609,-0.583175,-0.0441768,0.138233,-1.25211
160696300,5.67935,-7.65732,7.77659,0.799075,0.00791263,0.0724617,-0.596796,-0.0744991,0.125579,-1.28766
160762966,5.69591,-7.6966,7.76695,0.79288,0.00236485,0.0719608,-0.605109,-0.0840131,0.117243,-1.3087
160829633,5.70773,-7.74866,7.76315,0.786009,0.0132468,0.0832082,-0.612447,-0.0820801,0.147566,-1.32991
160896300,5.70682,-7.80642,7.75053,0.769008,0.0173355,0.0725581,-0.634872,-0.0661083,0.134008,-1.38472
160962966,5.70041,-7.87157,7.72057,0.741466,0.00281428,0.056617,-0.668591,-0.0718725,0.0878353,-1.47068
161029633,5.68935,-7.94073,7.68057,0.715051,-0.00375879,0.0481153,-0.697404,-0.0726979,0.0636099,-1.54812
161096300,5.67169,-8.00348,7.64349,0.688942,-0.00439541,0.0302449,-0.724171,-0.0499132,0.0353153,-1.62153
161162966,5.65604,-8.06133,7.63533,0.666176,-0.0122133,0.0321748,-0.745,-0.0642766,0.0246729,-1.68319
161229633,5.63608,-8.10932,7.6484,0.636323,-0.00638623,0.0380636,-0.770457,-0.0668798,0.0386104,-1.76221
161296300,5.61281,-8.15501,7.66325,0.606314,0.00801837,0.0428719,-0.794028,-0.0585158,0.0647666,-1.8392
161362966,5.58895,-8.19629,7.66528,0.57636,0.0210626,0.0441828,-0.815729,-0.0479964,0.085397,-1.91342
161429633,5.56848,-8.23663,7.65127,0.549608,0.0214038,0.0472028,-0.833813,-0.0554305,0.0876919,-1.97846
161496300,5.54994,-8.2847,7.63168,0.522645,0.0197209,0.0675219,-0.849644,-0.0947809,0.10428,-2.0436
161562966,5.53041,-8.33694,7.61647,-0.493975,-0.0204313,-0.0785952,0.865676,-0.116904,0.113264,-2.11115
161629633,5.50865,-8.38852,7.61412,-0.465797,-0.0242346,-0.0710388,0.881702,-0.103493,0.109131,-2.1752
161696300,5.48448,-8.43358,7.62449,-0.455067,-0.0418328,-0.0675382,0.886906,-0.0825832,0.136092,-2.19909
161762966,5.45889,-8.46674,7.63747,-0.426429,-0.0360512,-0.0663895,0.901361,-0.0897206,0.121913,-2.26329
161829633,5.4282,-8.50094,7.64587,-0.404819,-0.0409571,-0.0768109,0.910244,-0.107894,0.137181,-2.31207
161896300,5.3951,-8.53092,7.64949,-0.376589,-0.0371922,-0.0758509,0.92252,-0.113072,0.126084,-2.3736
161962966,5.35817,-8.56247,7.64519,-0.351064,-0.0320927,-0.0875059,0.931701,-0.142047,0.121541,-2.42956
162029633,5.31526,-8.59533,7.63704,-0.32839,-0.030871,-0.0978855,0.938949,-0.165535,0.122569,-2.47888
162096300,5.26729,-8.62992,7.63299,-0.313938,-0.0290889,-0.0925873,0.94447,-0.158299,0.113323,-2.50878
162162966,5.21716,-8.66302,7.63528,-0.318352,-0.0187968,-0.0740553,0.944889,-0.128775,0.0827675,-2.49698
162229633,5.16478,-8.69622,7.64116,-0.323712,-0.0110694,-0.0628096,0.944004,-0.111863,0.0616026,-2.48435
162296300,5.10929,-8.73023,7.65194,-0.327163,-0.0297966,-0.0657596,0.942206,-0.105132,0.0993407,-2.47841
162362966,5.0581,-8.75781,7.65787,-0.319432,-0.0242388,-0.0544689,0.945732,-0.0879402,0.0807326,-2.49369
162429633,5.00904,-8.78648,7.66053,-0.30819,-0.0329148,-0.0526961,0.949294,-0.0802083,0.0951159,-2.51758
162496300,4.96325,-8.81416,7.65987,-0.292802,-0.0429147,-0.0575498,0.953474,-0.0852874,0.115796,-2.55064
162562966,4.91946,-8.84396,7.65497,-0.281382,-0.0474814,-0.0678031,0.956019,-0.103975,0.129303,-2.57584
162629633,4.87696,-8.87446,7.64833,-0.267576,-0.0509551,-0.0699317,0.959644,-0.108152,0.135637,-2.6051
162696300,4.8338,-8.90852,7.64137,-0.257017,-0.0563296,-0.0677163,0.962384,-0.102619,0.143724,-2.62704
162762966,4.7913,-8.94582,7.63467,-0.243425,-0.0606066,-0.0693271,0.965539,-0.105774,0.151365,-2.65569
162829633,4.74907,-8.98612,7.63261,-0.222442,-0.062326,-0.0730652,0.970204,-0.115673,0.154052,-2.69977
162896300,4.70609,-9.02828,7.63767,-0.217543,-0.075746,-0.063714,0.971019,-0.0923299,0.175726,-2.70894
162962966,4.67168,-9.06372,7.64841,-0.213894,-0.0767304,-0.057167,0.972159,-0.0796189,0.174528,-2.71543
163029633,4.64048,-9.09459,7.65889,-0.202483,-0.0677205,-0.0598096,0.975109,-0.0904506,0.156934,-2.73923
163096300,4.60647,-9.12461,7.66582,-0.196724,-0.0654138,-0.0592292,0.97648,-0.0911052,0.151635,-2.75092
163162966,4.57166,-9.15442,7.66706,-0.193226,-0.0638497,-0.0613842,0.977148,-0.0965062,0.149055,-2.75835
163229633,4.53513,-9.18431,7.66217,-0.189707,-0.0623648,-0.0648746,0.977708,-0.104511,0.147093,-2.766
163296300,4.49367,-9.21599,7.65374,-0.188605,-0.0666097,-0.0769278,0.976767,-0.127113,0.159822,-2.7703
163362966,4.44748,-9.2473,7.64391,-0.18555,-0.0643233,-0.0861819,0.976733,-0.146839,0.158296,-2.77779
163429633,4.39854,-9.27788,7.63666,-0.193001,-0.0617657,-0.0833316,0.9757,-0.140884,0.153296,-2.76186
163496300,4.34868,-9.30708,7.63546,-0.202394,-0.0568776,-0.0714987,0.975033,-0.117832,0.140317,-2.74054
163562966,4.29516,-9.33686,7.64091,-0.206942,-0.0544686,-0.0656914,0.974624,-0.106658,0.13376,-2.7303
163629633,4.24265,-9.36408,7.65072,-0.212095,-0.0548063,-0.0592893,0.973908,-0.0931842,0.132288,-2.71891
163696300,4.19692,-9.38799,7.65798,-0.21308,-0.0344996,-0.0458136,0.97535,-0.0750195,0.0869317,-2.71468
163762966,4.15554,-9.41412,7.66448,-0.208565,-0.0342962,-0.0458891,0.976329,-0.0756526,0.0862172,-2.72394
163829633,4.11883,-9.44044,7.66593,-0.203833,-0.0336028,-0.0462236,0.977336,-0.0770048,0.0846272,-2.73363
